Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,YearMonth,Year
30436,CA-2018-101007,2018-02-09,2018-02-13,Second Class,MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.499999999999999,2018-02,2018
30451,US-2018-145436,2018-02-28,2018-03-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,-28.27440000000002,2018-02,2018
30452,US-2018-145436,2018-02-28,2018-03-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.84079999999997,2018-02,2018
30536,CA-2018-114923,2018-02-08,2018-02-13,Standard Class,LH-17020,Lisa Hazard,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.995499999999993,2018-02,2018
30555,CA-2018-140921,2018-02-03,2018-02-05,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0.0,11.076,2018-02,2018
30556,CA-2018-140921,2018-02-03,2018-02-05,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,149.97,3,0.0,50.9898,2018-02,2018
30704,CA-2018-111507,2018-02-06,2018-02-13,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Bellevue,Washington,98006,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,5.28,3,0.0,1.5312,2018-02,2018
30770,CA-2018-154326,2018-02-15,2018-02-19,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0.0,64.78559999999999,2018-02,2018
30771,CA-2018-154326,2018-02-15,2018-02-19,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0.0,195.99440000000004,2018-02,2018
30772,CA-2018-154326,2018-02-15,2018-02-19,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,139.95,5,0.0,26.590499999999988,2018-02,2018
30779,CA-2018-135391,2018-02-09,2018-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.096000000000004,4,0.2,13.532399999999996,2018-02,2018
30780,CA-2018-135391,2018-02-09,2018-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,2,0.6,-30.588,2018-02,2018
30795,CA-2018-157959,2018-02-03,2018-02-04,First Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0.0,41.07599999999999,2018-02,2018
30870,CA-2018-116092,2018-02-15,2018-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0.0,6.4128,2018-02,2018
30871,CA-2018-116092,2018-02-15,2018-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.037499999999998,2018-02,2018
30872,CA-2018-116092,2018-02-15,2018-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,5,0.2,4.176,2018-02,2018
30873,CA-2018-116092,2018-02-15,2018-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.4399999999999,6,0.0,157.01759999999993,2018-02,2018
30874,CA-2018-116092,2018-02-15,2018-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0.0,9.3312,2018-02,2018
30964,CA-2018-169740,2018-02-20,2018-02-25,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,29.99,1,0.0,2.9989999999999988,2018-02,2018
30973,CA-2018-129770,2018-02-21,2018-02-23,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,4,0.0,23.086399999999998,2018-02,2018
31075,CA-2018-146038,2018-02-09,2018-02-16,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,0.2,22.940999999999995,2018-02,2018
31114,CA-2018-152611,2018-02-20,2018-02-23,Second Class,KA-16525,Kelly Andreada,Consumer,United States,Perth Amboy,New Jersey,8861,East,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,286.78999999999996,7,0.0,74.56540000000001,2018-02,2018
31169,CA-2018-111325,2018-02-27,2018-02-28,First Class,BT-11395,Bill Tyler,Corporate,United States,Altoona,Pennsylvania,16602,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.4190000000000005,3,0.7,-3.3879,2018-02,2018
31170,CA-2018-111325,2018-02-27,2018-02-28,First Class,BT-11395,Bill Tyler,Corporate,United States,Altoona,Pennsylvania,16602,East,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",16.032,6,0.2,2.204399999999998,2018-02,2018
