Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,YearMonth,Year
4360,US-2021-143819,2021-03-01,2021-03-05,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208,2021-03,2021
4361,US-2021-143819,2021-03-01,2021-03-05,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0.0,12.134799999999998,2021-03,2021
4362,US-2021-143819,2021-03-01,2021-03-05,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0.0,105.24679999999995,2021-03,2021
4363,US-2021-143819,2021-03-01,2021-03-05,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0.0,2400.9656999999997,2021-03,2021
4364,US-2021-151862,2021-03-01,2021-03-08,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984,2,0.2,13.998599999999989,2021-03,2021
4365,US-2021-116799,2021-03-03,2021-03-06,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.4299999999998,5,0.3,-56.34300000000002,2021-03,2021
4366,US-2021-120005,2021-03-03,2021-03-03,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.995199999999997,2021-03,2021
4367,US-2021-145730,2021-03-03,2021-03-08,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.57919999999996,2021-03,2021
4368,US-2021-112123,2021-03-03,2021-03-08,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.85999999999996,7,0.0,219.4514,2021-03,2021
4369,US-2021-145730,2021-03-03,2021-03-08,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3,0.2,11.894999999999994,2021-03,2021
