Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,YearMonth,Year
2052,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.32300000000006,2020-01,2020
2053,US-2020-104514,2020-01-02,2020-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84,3,0.0,2.6568000000000005,2020-01,2020
2054,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.680000000000003,2,0.2,8.879999999999999,2020-01,2020
2055,US-2020-104514,2020-01-02,2020-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,3,0.0,9.6192,2020-01,2020
2056,US-2020-104514,2020-01-02,2020-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,2020-01,2020
2057,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.479200000000006,2020-01,2020
2058,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0000000000002,9,0.7,-950.4000000000001,2020-01,2020
2059,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.695800000000006,2020-01,2020
2060,US-2020-141243,2020-01-03,2020-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3975999999998,9,0.32,-437.5404000000002,2020-01,2020
2061,US-2020-141243,2020-01-03,2020-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,OFF-AR-10001246,Office Supplies,Art,Newell 317,7.055999999999999,3,0.2,0.7937999999999996,2020-01,2020
2062,US-2020-121097,2020-01-03,2020-01-08,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Baytown,Texas,77520,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.368000000000002,2,0.2,3.6288,2020-01,2020
2063,US-2020-141243,2020-01-03,2020-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,398.40000000000003,5,0.2,84.65999999999998,2020-01,2020
2064,US-2020-104241,2020-01-04,2020-01-09,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304,South,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,192.22,14,0.0,69.1992,2020-01,2020
