Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,YearMonth,Year
8944,US-2022-129378,2022-10-01,2022-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,0.2,9.503199999999993,2022-10,2022
8945,US-2022-156951,2022-10-01,2022-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15199999999993,3,0.2,0.0,2022-10,2022
8946,US-2022-129378,2022-10-01,2022-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,0.0,60.49000000000001,2022-10,2022
8947,US-2022-152275,2022-10-01,2022-10-08,Standard Class,KH-16630,Ken Heidel,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.671999999999999,6,0.2,0.5004,2022-10,2022
8948,US-2022-156951,2022-10-01,2022-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.08800000000001,7,0.2,27.3672,2022-10,2022
8949,US-2022-129378,2022-10-01,2022-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.77600000000001,13,0.2,20.849399999999996,2022-10,2022
8950,US-2022-129378,2022-10-01,2022-10-02,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.4400000000000002,1,0.2,0.504,2022-10,2022
8951,US-2022-117807,2022-10-01,2022-10-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Fremont,Nebraska,68025,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,1,0.0,50.327999999999996,2022-10,2022
8952,US-2022-156951,2022-10-01,2022-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,0.0,9.3312,2022-10,2022
8953,US-2022-156951,2022-10-01,2022-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,8,0.0,45.0016,2022-10,2022
8954,US-2022-139577,2022-10-01,2022-10-06,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,San Francisco,California,94110,West,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,104.75,5,0.0,21.9975,2022-10,2022
8955,US-2022-113418,2022-10-01,2022-10-03,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,0.0,767.2004999999999,2022-10,2022
8956,US-2022-141117,2022-10-02,2022-10-08,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764,6,0.7,-384.7164,2022-10,2022
8957,US-2022-137414,2022-10-02,2022-10-06,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0.0,5.936399999999999,2022-10,2022
8958,US-2022-162558,2022-10-02,2022-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3283999999999985,2022-10,2022
